tripduration,start station id,start station latitude,start station longitude,end station id,end station latitude,end station longitude,bikeid,usertype,birth year
687,301,40.72217444,-73.98368779,361,40.71605866,-73.99190759,22479,Subscriber,1989
5958,301,40.72217444,-73.98368779,250,40.72456089,-73.99565293,16852,Customer,
2458,301,40.72217444,-73.98368779,491,40.74096374,-73.98602213,18668,Customer,
5828,301,40.72217444,-73.98368779,250,40.72456089,-73.99565293,20833,Customer,
5743,301,40.72217444,-73.98368779,250,40.72456089,-73.99565293,14816,Customer,
446,301,40.72217444,-73.98368779,229,40.72743423,-73.99379025,18284,Subscriber,1973
576,301,40.72217444,-73.98368779,297,40.734232,-73.986923,22142,Subscriber,1967
283,301,40.72217444,-73.98368779,341,40.71782143,-73.97628939,22248,Subscriber,1989
1354,301,40.72217444,-73.98368779,489,40.75066386,-74.00176802,18416,Subscriber,1981
793,301,40.72217444,-73.98368779,455,40.75001986,-73.96905301,16782,Customer,
1102,301,40.72217444,-73.98368779,405,40.739323,-74.008119,21456,Customer,
1105,301,40.72217444,-73.98368779,405,40.739323,-74.008119,14629,Customer,
113,301,40.72217444,-73.98368779,410,40.72066442,-73.98517977,18260,Subscriber,1983
455,301,40.72217444,-73.98368779,375,40.72679454,-73.99695094,15139,Subscriber,1968
192,301,40.72217444,-73.98368779,403,40.72502876,-73.99069656,21155,Subscriber,1959
501,301,40.72217444,-73.98368779,504,40.73221853,-73.98165557,15971,Subscriber,1984
6951,301,40.72217444,-73.98368779,463,40.74206539,-74.00443172,17786,Customer,
6895,301,40.72217444,-73.98368779,463,40.74206539,-74.00443172,15663,Customer,
536,301,40.72217444,-73.98368779,229,40.72743423,-73.99379025,15541,Subscriber,1977
508,301,40.72217444,-73.98368779,545,40.736502,-73.97809472,17442,Subscriber,1988
324,301,40.72217444,-73.98368779,401,40.72019576,-73.98997825,17311,Subscriber,1987
442,301,40.72217444,-73.98368779,251,40.72317958,-73.99480012,19052,Subscriber,1976
560,301,40.72217444,-73.98368779,361,40.71605866,-73.99190759,22305,Subscriber,1982
547,301,40.72217444,-73.98368779,361,40.71605866,-73.99190759,23105,Subscriber,1983
1653,301,40.72217444,-73.98368779,306,40.70823502,-74.00530063,22339,Customer,
1445,301,40.72217444,-73.98368779,306,40.70823502,-74.00530063,22571,Customer,
1423,301,40.72217444,-73.98368779,306,40.70823502,-74.00530063,15661,Customer,
447,301,40.72217444,-73.98368779,128,40.72710258,-74.00297088,20532,Subscriber,1977
248,301,40.72217444,-73.98368779,350,40.71559509,-73.9870295,22279,Subscriber,1988
560,301,40.72217444,-73.98368779,368,40.73038599,-74.00214988,16218,Subscriber,1965
309,301,40.72217444,-73.98368779,326,40.72953837,-73.98426726,15187,Subscriber,1989
210,301,40.72217444,-73.98368779,265,40.72229346,-73.99147535,14906,Subscriber,1982
842,301,40.72217444,-73.98368779,357,40.73261787,-73.99158043,19519,Subscriber,1983
846,301,40.72217444,-73.98368779,357,40.73261787,-73.99158043,19348,Subscriber,1989
277,301,40.72217444,-73.98368779,341,40.71782143,-73.97628939,15541,Subscriber,1974
710,301,40.72217444,-73.98368779,369,40.73224119,-74.00026394,20531,Subscriber,1985
762,301,40.72217444,-73.98368779,527,40.744023,-73.976056,23501,Subscriber,1977
419,301,40.72217444,-73.98368779,236,40.7284186,-73.98713956,18383,Subscriber,1975
622,301,40.72217444,-73.98368779,383,40.735238,-74.000271,19467,Subscriber,1972
329,301,40.72217444,-73.98368779,326,40.72953837,-73.98426726,19497,Subscriber,1980
184,301,40.72217444,-73.98368779,432,40.72621788,-73.98379855,19427,Subscriber,1990
214,301,40.72217444,-73.98368779,432,40.72621788,-73.98379855,15965,Subscriber,1990
242,301,40.72217444,-73.98368779,432,40.72621788,-73.98379855,16097,Subscriber,1990
209,301,40.72217444,-73.98368779,432,40.72621788,-73.98379855,20549,Subscriber,1990
1489,301,40.72217444,-73.98368779,2002,40.716887,-73.963198,17254,Subscriber,1983
1446,301,40.72217444,-73.98368779,2002,40.716887,-73.963198,19009,Subscriber,1991
1793,301,40.72217444,-73.98368779,416,40.68753406,-73.97265183,22769,Subscriber,1979
963,301,40.72217444,-73.98368779,497,40.73704984,-73.99009296,17810,Customer,
987,301,40.72217444,-73.98368779,497,40.73704984,-73.99009296,16997,Customer,
964,301,40.72217444,-73.98368779,497,40.73704984,-73.99009296,19571,Customer,
860,301,40.72217444,-73.98368779,223,40.73781509,-73.99994661,15237,Subscriber,1987
295,301,40.72217444,-73.98368779,403,40.72502876,-73.99069656,22301,Subscriber,1977
843,301,40.72217444,-73.98368779,223,40.73781509,-73.99994661,23087,Subscriber,1961
215,301,40.72217444,-73.98368779,394,40.72521311,-73.97768752,19465,Subscriber,1984
2504,301,40.72217444,-73.98368779,454,40.75455731,-73.96592976,18384,Customer,
1467,301,40.72217444,-73.98368779,346,40.73652889,-74.00618026,22796,Customer,
1439,301,40.72217444,-73.98368779,346,40.73652889,-74.00618026,22257,Customer,
944,301,40.72217444,-73.98368779,355,40.71602118,-73.99974372,22445,Customer,
2214,301,40.72217444,-73.98368779,454,40.75455731,-73.96592976,17612,Customer,
513,301,40.72217444,-73.98368779,504,40.73221853,-73.98165557,15104,Subscriber,1991
1302,301,40.72217444,-73.98368779,471,40.71286844,-73.95698119,23290,Subscriber,1988
697,301,40.72217444,-73.98368779,250,40.72456089,-73.99565293,20528,Subscriber,1971
1408,301,40.72217444,-73.98368779,291,40.713126,-73.984844,16106,Subscriber,1980
650,301,40.72217444,-73.98368779,358,40.73291553,-74.00711384,22425,Subscriber,1991
970,301,40.72217444,-73.98368779,539,40.71534825,-73.96024116,17376,Subscriber,1987
389,301,40.72217444,-73.98368779,428,40.72467721,-73.98783413,17434,Subscriber,1967
1268,301,40.72217444,-73.98368779,291,40.713126,-73.984844,16947,Customer,
168,301,40.72217444,-73.98368779,432,40.72621788,-73.98379855,18501,Subscriber,1978
807,301,40.72217444,-73.98368779,301,40.72217444,-73.98368779,17280,Subscriber,1983
930,301,40.72217444,-73.98368779,482,40.73935542,-73.99931783,21975,Subscriber,1947
393,301,40.72217444,-73.98368779,326,40.72953837,-73.98426726,20714,Subscriber,1983
262,301,40.72217444,-73.98368779,433,40.72955361,-73.98057249,16206,Subscriber,1990
273,301,40.72217444,-73.98368779,229,40.72743423,-73.99379025,20188,Subscriber,1985
459,301,40.72217444,-73.98368779,293,40.73028666,-73.9907647,17280,Subscriber,1988
514,301,40.72217444,-73.98368779,301,40.72217444,-73.98368779,16097,Subscriber,1979
7506,301,40.72217444,-73.98368779,329,40.72043411,-74.01020609,18943,Customer,
7360,301,40.72217444,-73.98368779,329,40.72043411,-74.01020609,24090,Customer,
971,301,40.72217444,-73.98368779,251,40.72317958,-73.99480012,21468,Subscriber,1991
220,301,40.72217444,-73.98368779,302,40.72082834,-73.97793172,16097,Subscriber,1962
304,301,40.72217444,-73.98368779,229,40.72743423,-73.99379025,17172,Subscriber,1973
268,301,40.72217444,-73.98368779,326,40.72953837,-73.98426726,16109,Subscriber,1992
391,301,40.72217444,-73.98368779,473,40.72110063,-73.9919254,23297,Subscriber,1981
239,301,40.72217444,-73.98368779,433,40.72955361,-73.98057249,14809,Subscriber,1985
374,301,40.72217444,-73.98368779,326,40.72953837,-73.98426726,15360,Subscriber,1977
868,301,40.72217444,-73.98368779,301,40.72217444,-73.98368779,19016,Subscriber,1967
495,301,40.72217444,-73.98368779,161,40.72917025,-73.99810231,19739,Subscriber,1979
3011,301,40.72217444,-73.98368779,168,40.73971301,-73.99456405,18511,Subscriber,1990
1114,301,40.72217444,-73.98368779,358,40.73291553,-74.00711384,19016,Customer,
1570,301,40.72217444,-73.98368779,501,40.744219,-73.97121214,22956,Subscriber,1976
1446,301,40.72217444,-73.98368779,279,40.707873,-74.00167,18936,Customer,
1425,301,40.72217444,-73.98368779,279,40.707873,-74.00167,22081,Customer,
535,301,40.72217444,-73.98368779,336,40.73047747,-73.99906065,16873,Subscriber,1988
848,301,40.72217444,-73.98368779,403,40.72502876,-73.99069656,23263,Subscriber,1992
813,301,40.72217444,-73.98368779,403,40.72502876,-73.99069656,14550,Customer,
165,301,40.72217444,-73.98368779,432,40.72621788,-73.98379855,18545,Subscriber,1985
417,301,40.72217444,-73.98368779,2003,40.73381219,-73.98054421,18045,Subscriber,1981
1384,301,40.72217444,-73.98368779,379,40.749156,-73.9916,18799,Subscriber,1988
930,301,40.72217444,-73.98368779,380,40.73401143,-74.00293877,22916,Customer,
1315,301,40.72217444,-73.98368779,2002,40.716887,-73.963198,21989,Subscriber,1960
1311,301,40.72217444,-73.98368779,2002,40.716887,-73.963198,23493,Subscriber,1967
543,301,40.72217444,-73.98368779,502,40.714215,-73.981346,22752,Subscriber,1963
2057,301,40.72217444,-73.98368779,301,40.72217444,-73.98368779,23005,Subscriber,1960
542,301,40.72217444,-73.98368779,285,40.73454567,-73.99074142,23498,Subscriber,1990
845,301,40.72217444,-73.98368779,285,40.73454567,-73.99074142,22866,Subscriber,1990
157,301,40.72217444,-73.98368779,432,40.72621788,-73.98379855,20365,Subscriber,1982
221,301,40.72217444,-73.98368779,301,40.72217444,-73.98368779,22452,Subscriber,1980
574,301,40.72217444,-73.98368779,340,40.71269042,-73.98776323,22680,Subscriber,1969
214,301,40.72217444,-73.98368779,428,40.72467721,-73.98783413,22596,Subscriber,1980
477,301,40.72217444,-73.98368779,293,40.73028666,-73.9907647,23005,Subscriber,1967
704,301,40.72217444,-73.98368779,300,40.728145,-73.990214,20207,Subscriber,1983
373,301,40.72217444,-73.98368779,300,40.728145,-73.990214,18844,Subscriber,1989
591,301,40.72217444,-73.98368779,229,40.72743423,-73.99379025,20035,Subscriber,1988
575,301,40.72217444,-73.98368779,229,40.72743423,-73.99379025,18124,Subscriber,1989
400,301,40.72217444,-73.98368779,545,40.736502,-73.97809472,23524,Subscriber,1979
162,301,40.72217444,-73.98368779,317,40.72453734,-73.98185424,22452,Subscriber,1992
472,301,40.72217444,-73.98368779,251,40.72317958,-73.99480012,19833,Subscriber,1988
536,301,40.72217444,-73.98368779,151,40.7218158,-73.99720307,16846,Subscriber,1992
747,301,40.72217444,-73.98368779,2012,40.739445,-73.976806,23086,Subscriber,1990
908,301,40.72217444,-73.98368779,540,40.74311555,-73.98215353,22047,Subscriber,1990
837,301,40.72217444,-73.98368779,174,40.7381765,-73.97738662,18510,Subscriber,1988
324,301,40.72217444,-73.98368779,445,40.72740794,-73.98142006,19145,Subscriber,1967
1018,301,40.72217444,-73.98368779,536,40.74144387,-73.97536082,18381,Customer,
1027,301,40.72217444,-73.98368779,536,40.74144387,-73.97536082,22725,Customer,
972,301,40.72217444,-73.98368779,536,40.74144387,-73.97536082,22971,Customer,
961,301,40.72217444,-73.98368779,536,40.74144387,-73.97536082,22526,Customer,
940,301,40.72217444,-73.98368779,536,40.74144387,-73.97536082,22302,Customer,
914,301,40.72217444,-73.98368779,536,40.74144387,-73.97536082,19230,Customer,
254,301,40.72217444,-73.98368779,433,40.72955361,-73.98057249,16697,Subscriber,1984
388,301,40.72217444,-73.98368779,403,40.72502876,-73.99069656,23507,Subscriber,1980
409,301,40.72217444,-73.98368779,326,40.72953837,-73.98426726,21354,Customer,
525,301,40.72217444,-73.98368779,531,40.71893904,-73.99266288,22892,Subscriber,1983
536,301,40.72217444,-73.98368779,531,40.71893904,-73.99266288,22329,Subscriber,1991
1625,301,40.72217444,-73.98368779,539,40.71534825,-73.96024116,22507,Subscriber,1983
1316,301,40.72217444,-73.98368779,2002,40.716887,-73.963198,24131,Subscriber,1985
307,301,40.72217444,-73.98368779,356,40.71622644,-73.98261206,22428,Subscriber,1979
726,301,40.72217444,-73.98368779,296,40.71413089,-73.9970468,22981,Subscriber,1990
193,301,40.72217444,-73.98368779,428,40.72467721,-73.98783413,23019,Subscriber,1990
411,301,40.72217444,-73.98368779,151,40.7218158,-73.99720307,22178,Subscriber,1976
920,301,40.72217444,-73.98368779,482,40.73935542,-73.99931783,23059,Subscriber,1982
2334,301,40.72217444,-73.98368779,353,40.68539567,-73.97431458,22940,Subscriber,1979
324,301,40.72217444,-73.98368779,266,40.72368361,-73.97574813,15348,Subscriber,1981
384,301,40.72217444,-73.98368779,251,40.72317958,-73.99480012,19136,Subscriber,1987
1223,301,40.72217444,-73.98368779,445,40.72740794,-73.98142006,16251,Subscriber,1985
355,301,40.72217444,-73.98368779,445,40.72740794,-73.98142006,22064,Subscriber,1972
1530,301,40.72217444,-73.98368779,237,40.73047309,-73.98672378,18777,Subscriber,1958
678,301,40.72217444,-73.98368779,527,40.744023,-73.976056,21975,Subscriber,1976
989,301,40.72217444,-73.98368779,301,40.72217444,-73.98368779,17382,Subscriber,1977
590,301,40.72217444,-73.98368779,251,40.72317958,-73.99480012,22490,Subscriber,1960
257,301,40.72217444,-73.98368779,229,40.72743423,-73.99379025,18657,Subscriber,1974
363,301,40.72217444,-73.98368779,250,40.72456089,-73.99565293,22486,Customer,
1502,301,40.72217444,-73.98368779,263,40.71729,-73.996375,22273,Subscriber,1963
517,301,40.72217444,-73.98368779,345,40.73649403,-73.99704374,23531,Subscriber,1986
1249,301,40.72217444,-73.98368779,245,40.69327018,-73.97703874,23002,Subscriber,1986
1075,301,40.72217444,-73.98368779,2002,40.716887,-73.963198,22677,Subscriber,1979
589,301,40.72217444,-73.98368779,293,40.73028666,-73.9907647,15266,Subscriber,1988
459,301,40.72217444,-73.98368779,293,40.73028666,-73.9907647,22313,Subscriber,1981
461,301,40.72217444,-73.98368779,293,40.73028666,-73.9907647,22068,Subscriber,1982
902,301,40.72217444,-73.98368779,284,40.73901691,-74.00263761,16777,Subscriber,1956
375,301,40.72217444,-73.98368779,251,40.72317958,-73.99480012,17382,Subscriber,1969
475,301,40.72217444,-73.98368779,237,40.73047309,-73.98672378,17014,Subscriber,1989
1127,301,40.72217444,-73.98368779,337,40.7037992,-74.00838676,19624,Customer,
432,301,40.72217444,-73.98368779,368,40.73038599,-74.00214988,22527,Subscriber,1989
900,301,40.72217444,-73.98368779,505,40.74901271,-73.98848395,22248,Customer,
1340,301,40.72217444,-73.98368779,259,40.70122128,-74.01234218,23099,Subscriber,1958
694,301,40.72217444,-73.98368779,335,40.72903917,-73.99404649,20031,Customer,
300,301,40.72217444,-73.98368779,411,40.72228087,-73.97668709,14763,Subscriber,1972
914,301,40.72217444,-73.98368779,284,40.73901691,-74.00263761,22965,Subscriber,1981
287,301,40.72217444,-73.98368779,341,40.71782143,-73.97628939,16383,Subscriber,1974
483,301,40.72217444,-73.98368779,483,40.73223272,-73.98889957,19904,Subscriber,1971
217,301,40.72217444,-73.98368779,511,40.72938685,-73.97772429,22274,Subscriber,1949
1020,301,40.72217444,-73.98368779,497,40.73704984,-73.99009296,22351,Subscriber,1979
866,301,40.72217444,-73.98368779,497,40.73704984,-73.99009296,16668,Customer,
480,301,40.72217444,-73.98368779,461,40.73587678,-73.98205027,22763,Subscriber,1989
364,301,40.72217444,-73.98368779,341,40.71782143,-73.97628939,19611,Subscriber,1988
887,301,40.72217444,-73.98368779,435,40.74173969,-73.99415556,15238,Customer,
245,301,40.72217444,-73.98368779,445,40.72740794,-73.98142006,22182,Subscriber,1992
929,301,40.72217444,-73.98368779,303,40.72362738,-73.99949601,22550,Subscriber,1958
1218,301,40.72217444,-73.98368779,539,40.71534825,-73.96024116,21620,Subscriber,1990
2518,301,40.72217444,-73.98368779,281,40.7643971,-73.97371465,22677,Customer,
2397,301,40.72217444,-73.98368779,281,40.7643971,-73.97371465,22020,Subscriber,1983
778,301,40.72217444,-73.98368779,252,40.73226398,-73.99852205,19898,Subscriber,1981
690,301,40.72217444,-73.98368779,475,40.73524276,-73.98758561,20539,Subscriber,1989
2702,301,40.72217444,-73.98368779,433,40.72955361,-73.98057249,17490,Subscriber,1976
123,301,40.72217444,-73.98368779,428,40.72467721,-73.98783413,22345,Subscriber,1974
379,301,40.72217444,-73.98368779,250,40.72456089,-73.99565293,20336,Subscriber,1983
6286,301,40.72217444,-73.98368779,347,40.728846,-74.008591,20177,Subscriber,1954
426,301,40.72217444,-73.98368779,236,40.7284186,-73.98713956,18695,Subscriber,1972
1576,301,40.72217444,-73.98368779,465,40.75513557,-73.98658032,22257,Subscriber,1986
229,301,40.72217444,-73.98368779,428,40.72467721,-73.98783413,22588,Subscriber,1989
457,301,40.72217444,-73.98368779,545,40.736502,-73.97809472,22305,Subscriber,1979
856,301,40.72217444,-73.98368779,331,40.71173107,-73.99193043,24255,Subscriber,1988
1189,301,40.72217444,-73.98368779,259,40.70122128,-74.01234218,22756,Subscriber,1989
1178,301,40.72217444,-73.98368779,259,40.70122128,-74.01234218,23297,Subscriber,1989
831,301,40.72217444,-73.98368779,497,40.73704984,-73.99009296,21684,Customer,
470,301,40.72217444,-73.98368779,293,40.73028666,-73.9907647,14833,Subscriber,1973
170,301,40.72217444,-73.98368779,393,40.72299208,-73.97995466,23498,Subscriber,1987
530,301,40.72217444,-73.98368779,293,40.73028666,-73.9907647,15961,Subscriber,1988
317,301,40.72217444,-73.98368779,229,40.72743423,-73.99379025,16464,Subscriber,1989
282,301,40.72217444,-73.98368779,229,40.72743423,-73.99379025,22224,Subscriber,1991
1137,301,40.72217444,-73.98368779,301,40.72217444,-73.98368779,16863,Subscriber,1985
1614,301,40.72217444,-73.98368779,3180,40.69878,-73.99712,23240,Subscriber,1986
874,301,40.72217444,-73.98368779,334,40.74238787,-73.99726235,23082,Subscriber,1989
2832,301,40.72217444,-73.98368779,406,40.69512845,-73.99595065,16676,Subscriber,1986
2750,301,40.72217444,-73.98368779,406,40.69512845,-73.99595065,16863,Subscriber,1985
728,301,40.72217444,-73.98368779,402,40.7403432,-73.98955109,22247,Subscriber,1986
701,301,40.72217444,-73.98368779,223,40.73781509,-73.99994661,22166,Subscriber,1990
429,301,40.72217444,-73.98368779,531,40.71893904,-73.99266288,22515,Subscriber,1986
2348,301,40.72217444,-73.98368779,259,40.70122128,-74.01234218,16820,Customer,
1907,301,40.72217444,-73.98368779,259,40.70122128,-74.01234218,20899,Customer,
180,301,40.72217444,-73.98368779,312,40.722055,-73.989111,22507,Subscriber,1990
868,301,40.72217444,-73.98368779,402,40.7403432,-73.98955109,15474,Subscriber,1986
922,301,40.72217444,-73.98368779,426,40.71754834,-74.01322069,17411,Subscriber,1975
750,301,40.72217444,-73.98368779,497,40.73704984,-73.99009296,22061,Subscriber,1980
416,301,40.72217444,-73.98368779,326,40.72953837,-73.98426726,19994,Subscriber,1977
263,301,40.72217444,-73.98368779,312,40.722055,-73.989111,17382,Customer,
419,301,40.72217444,-73.98368779,251,40.72317958,-73.99480012,18528,Subscriber,1992
785,301,40.72217444,-73.98368779,168,40.73971301,-73.99456405,22895,Subscriber,1968
315,301,40.72217444,-73.98368779,403,40.72502876,-73.99069656,19776,Subscriber,1978
518,301,40.72217444,-73.98368779,251,40.72317958,-73.99480012,17642,Subscriber,1984
310,301,40.72217444,-73.98368779,236,40.7284186,-73.98713956,19520,Subscriber,1985
931,301,40.72217444,-73.98368779,358,40.73291553,-74.00711384,15918,Subscriber,1990
812,301,40.72217444,-73.98368779,389,40.71044554,-73.96525063,16870,Subscriber,1981
269,301,40.72217444,-73.98368779,403,40.72502876,-73.99069656,19518,Subscriber,1983
831,301,40.72217444,-73.98368779,345,40.73649403,-73.99704374,20111,Subscriber,1981
391,301,40.72217444,-73.98368779,433,40.72955361,-73.98057249,19514,Customer,
2004,301,40.72217444,-73.98368779,281,40.7643971,-73.97371465,21019,Subscriber,1980
2010,301,40.72217444,-73.98368779,281,40.7643971,-73.97371465,18591,Subscriber,1976
774,301,40.72217444,-73.98368779,539,40.71534825,-73.96024116,22110,Subscriber,1985
167,301,40.72217444,-73.98368779,393,40.72299208,-73.97995466,14809,Subscriber,1983
163,301,40.72217444,-73.98368779,393,40.72299208,-73.97995466,22128,Subscriber,1983
1823,301,40.72217444,-73.98368779,537,40.74025878,-73.98409214,19016,Customer,
1331,301,40.72217444,-73.98368779,144,40.69839895,-73.98068914,14715,Subscriber,1983
1534,301,40.72217444,-73.98368779,144,40.69839895,-73.98068914,19389,Subscriber,1985
1763,301,40.72217444,-73.98368779,327,40.7153379,-74.01658354,22715,Subscriber,1959
363,301,40.72217444,-73.98368779,445,40.72740794,-73.98142006,15675,Subscriber,1983
1332,301,40.72217444,-73.98368779,329,40.72043411,-74.01020609,22366,Subscriber,1976
868,301,40.72217444,-73.98368779,507,40.73912601,-73.97973776,20813,Subscriber,1985
986,301,40.72217444,-73.98368779,517,40.751581,-73.97791,18844,Subscriber,1990
550,301,40.72217444,-73.98368779,293,40.73028666,-73.9907647,15948,Subscriber,1967
1210,301,40.72217444,-73.98368779,284,40.73901691,-74.00263761,20915,Subscriber,1989
1420,301,40.72217444,-73.98368779,284,40.73901691,-74.00263761,23002,Customer,
1258,301,40.72217444,-73.98368779,284,40.73901691,-74.00263761,19185,Customer,
1009,301,40.72217444,-73.98368779,435,40.74173969,-73.99415556,16931,Subscriber,1984
9068,301,40.72217444,-73.98368779,426,40.71754834,-74.01322069,15553,Subscriber,1991
222,301,40.72217444,-73.98368779,432,40.72621788,-73.98379855,22695,Subscriber,1987
962,301,40.72217444,-73.98368779,509,40.7454973,-74.00197139,22331,Subscriber,1990
1076,301,40.72217444,-73.98368779,329,40.72043411,-74.01020609,21160,Subscriber,1982
328,301,40.72217444,-73.98368779,229,40.72743423,-73.99379025,22585,Subscriber,1960
1207,301,40.72217444,-73.98368779,540,40.74311555,-73.98215353,23100,Customer,
1286,301,40.72217444,-73.98368779,540,40.74311555,-73.98215353,23005,Customer,
406,301,40.72217444,-73.98368779,375,40.72679454,-73.99695094,19008,Subscriber,1988
2589,301,40.72217444,-73.98368779,281,40.7643971,-73.97371465,18694,Subscriber,1992
1960,301,40.72217444,-73.98368779,412,40.7158155,-73.99422366,16626,Customer,
1962,301,40.72217444,-73.98368779,412,40.7158155,-73.99422366,17340,Customer,
1129,301,40.72217444,-73.98368779,402,40.7403432,-73.98955109,23493,Customer,
1088,301,40.72217444,-73.98368779,402,40.7403432,-73.98955109,21989,Customer,
525,301,40.72217444,-73.98368779,336,40.73047747,-73.99906065,19703,Subscriber,1975
1063,301,40.72217444,-73.98368779,402,40.7403432,-73.98955109,16112,Customer,
484,301,40.72217444,-73.98368779,336,40.73047747,-73.99906065,22928,Subscriber,1976
959,301,40.72217444,-73.98368779,402,40.7403432,-73.98955109,16666,Customer,
359,301,40.72217444,-73.98368779,237,40.73047309,-73.98672378,17164,Subscriber,1964
504,301,40.72217444,-73.98368779,326,40.72953837,-73.98426726,20805,Subscriber,1971
818,301,40.72217444,-73.98368779,306,40.70823502,-74.00530063,19630,Subscriber,1983
1613,301,40.72217444,-73.98368779,438,40.72779126,-73.98564945,19553,Subscriber,1968
1381,301,40.72217444,-73.98368779,334,40.74238787,-73.99726235,23693,Customer,
190,301,40.72217444,-73.98368779,312,40.722055,-73.989111,17913,Subscriber,1989
1326,301,40.72217444,-73.98368779,334,40.74238787,-73.99726235,22505,Customer,
773,301,40.72217444,-73.98368779,285,40.73454567,-73.99074142,23525,Subscriber,1962
448,301,40.72217444,-73.98368779,236,40.7284186,-73.98713956,22841,Customer,
412,301,40.72217444,-73.98368779,236,40.7284186,-73.98713956,22783,Subscriber,1967
675,301,40.72217444,-73.98368779,356,40.71622644,-73.98261206,22366,Subscriber,1970
1011,301,40.72217444,-73.98368779,285,40.73454567,-73.99074142,16936,Subscriber,1986
956,301,40.72217444,-73.98368779,285,40.73454567,-73.99074142,23252,Subscriber,1985
866,301,40.72217444,-73.98368779,387,40.71273266,-74.0046073,20712,Subscriber,1981
840,301,40.72217444,-73.98368779,336,40.73047747,-73.99906065,22981,Subscriber,1984
834,301,40.72217444,-73.98368779,336,40.73047747,-73.99906065,22967,Subscriber,1986
163,301,40.72217444,-73.98368779,432,40.72621788,-73.98379855,17880,Subscriber,1985
148,301,40.72217444,-73.98368779,317,40.72453734,-73.98185424,22504,Subscriber,1967
1231,301,40.72217444,-73.98368779,455,40.75001986,-73.96905301,18831,Subscriber,1947
318,301,40.72217444,-73.98368779,311,40.7172274,-73.98802084,22876,Subscriber,1991
218,301,40.72217444,-73.98368779,312,40.722055,-73.989111,20519,Subscriber,1990
491,301,40.72217444,-73.98368779,263,40.71729,-73.996375,23693,Subscriber,1992
605,301,40.72217444,-73.98368779,368,40.73038599,-74.00214988,19115,Subscriber,1984
141,301,40.72217444,-73.98368779,150,40.7208736,-73.98085795,24291,Subscriber,1975
107,301,40.72217444,-73.98368779,317,40.72453734,-73.98185424,20508,Subscriber,1984
536,301,40.72217444,-73.98368779,326,40.72953837,-73.98426726,22260,Subscriber,1984
319,301,40.72217444,-73.98368779,302,40.72082834,-73.97793172,18694,Subscriber,1982
329,301,40.72217444,-73.98368779,2003,40.73381219,-73.98054421,22844,Subscriber,1989
881,301,40.72217444,-73.98368779,301,40.72217444,-73.98368779,22916,Customer,
387,301,40.72217444,-73.98368779,531,40.71893904,-73.99266288,22035,Subscriber,1988
1025,301,40.72217444,-73.98368779,432,40.72621788,-73.98379855,18575,Customer,
983,301,40.72217444,-73.98368779,432,40.72621788,-73.98379855,14633,Customer,
323,301,40.72217444,-73.98368779,356,40.71622644,-73.98261206,22349,Subscriber,1968
619,301,40.72217444,-73.98368779,151,40.7218158,-73.99720307,19310,Subscriber,1992
218,301,40.72217444,-73.98368779,342,40.71739973,-73.98016555,22890,Subscriber,1990
1122,301,40.72217444,-73.98368779,151,40.7218158,-73.99720307,22578,Subscriber,1960
208,301,40.72217444,-73.98368779,394,40.72521311,-73.97768752,24011,Subscriber,1989
486,301,40.72217444,-73.98368779,375,40.72679454,-73.99695094,17076,Subscriber,1988
996,301,40.72217444,-73.98368779,435,40.74173969,-73.99415556,17424,Subscriber,1956
1284,301,40.72217444,-73.98368779,352,40.76340613,-73.97722479,24214,Subscriber,1986
347,301,40.72217444,-73.98368779,250,40.72456089,-73.99565293,22916,Subscriber,1959
487,301,40.72217444,-73.98368779,375,40.72679454,-73.99695094,20728,Subscriber,1979
1351,301,40.72217444,-73.98368779,456,40.7597108,-73.97402311,15691,Subscriber,1990
1296,301,40.72217444,-73.98368779,477,40.75640548,-73.9900262,22013,Subscriber,1990
644,301,40.72217444,-73.98368779,358,40.73291553,-74.00711384,15367,Subscriber,1991
126,301,40.72217444,-73.98368779,150,40.7208736,-73.98085795,16223,Subscriber,1988
817,301,40.72217444,-73.98368779,223,40.73781509,-73.99994661,16113,Customer,
551,301,40.72217444,-73.98368779,369,40.73224119,-74.00026394,19704,Subscriber,1986
233,301,40.72217444,-73.98368779,311,40.7172274,-73.98802084,17236,Subscriber,1975
507,301,40.72217444,-73.98368779,320,40.717571,-74.005549,16666,Subscriber,1989
129,301,40.72217444,-73.98368779,150,40.7208736,-73.98085795,22126,Subscriber,1978
1139,301,40.72217444,-73.98368779,517,40.751581,-73.97791,20334,Subscriber,1984
190,301,40.72217444,-73.98368779,428,40.72467721,-73.98783413,20720,Subscriber,1990
702,301,40.72217444,-73.98368779,347,40.728846,-74.008591,20550,Subscriber,1983
559,301,40.72217444,-73.98368779,296,40.71413089,-73.9970468,21106,Subscriber,1991
549,301,40.72217444,-73.98368779,361,40.71605866,-73.99190759,17294,Subscriber,1990
13662,301,40.72217444,-73.98368779,251,40.72317958,-73.99480012,21029,Subscriber,1977
2503,301,40.72217444,-73.98368779,375,40.72679454,-73.99695094,16485,Subscriber,1957
1210,301,40.72217444,-73.98368779,168,40.73971301,-73.99456405,17811,Subscriber,1956
517,301,40.72217444,-73.98368779,350,40.71559509,-73.9870295,18876,Subscriber,1974
468,301,40.72217444,-73.98368779,127,40.73172428,-74.00674436,18232,Subscriber,1967
1733,301,40.72217444,-73.98368779,79,40.71911552,-74.00666661,22549,Subscriber,1963
