tripduration,start station id,start station latitude,start station longitude,end station id,end station latitude,end station longitude,bikeid,usertype,birth year
290,301,40.72217444,-73.98368779,266,40.72368361,-73.97574813,15176,Customer,
631,301,40.72217444,-73.98368779,237,40.73047309,-73.98672378,24011,Subscriber,1947
1397,301,40.72217444,-73.98368779,477,40.75640548,-73.9900262,21455,Subscriber,1989
547,301,40.72217444,-73.98368779,347,40.728846,-74.008591,21122,Subscriber,1990
273,301,40.72217444,-73.98368779,411,40.72228087,-73.97668709,22441,Subscriber,1981
280,301,40.72217444,-73.98368779,428,40.72467721,-73.98783413,22347,Subscriber,1984
390,301,40.72217444,-73.98368779,340,40.71269042,-73.98776323,18539,Subscriber,1992
658,301,40.72217444,-73.98368779,357,40.73261787,-73.99158043,23109,Subscriber,1971
1634,301,40.72217444,-73.98368779,505,40.74901271,-73.98848395,16967,Subscriber,1981
1051,301,40.72217444,-73.98368779,2009,40.71117444,-73.99682619,15578,Customer,
724,301,40.72217444,-73.98368779,151,40.7218158,-73.99720307,15329,Subscriber,1982
424,301,40.72217444,-73.98368779,161,40.72917025,-73.99810231,22445,Subscriber,1976
1191,301,40.72217444,-73.98368779,516,40.75206862,-73.96784384,22816,Subscriber,1956
611,301,40.72217444,-73.98368779,151,40.7218158,-73.99720307,22341,Customer,
389,301,40.72217444,-73.98368779,511,40.72938685,-73.97772429,23430,Subscriber,1984
317,301,40.72217444,-73.98368779,236,40.7284186,-73.98713956,22633,Subscriber,1991
167,301,40.72217444,-73.98368779,445,40.72740794,-73.98142006,16781,Subscriber,1991
619,301,40.72217444,-73.98368779,161,40.72917025,-73.99810231,24294,Subscriber,1981
735,301,40.72217444,-73.98368779,251,40.72317958,-73.99480012,22288,Subscriber,1960
284,301,40.72217444,-73.98368779,250,40.72456089,-73.99565293,22346,Subscriber,1992
579,301,40.72217444,-73.98368779,536,40.74144387,-73.97536082,18404,Subscriber,1989
335,301,40.72217444,-73.98368779,250,40.72456089,-73.99565293,20227,Subscriber,1959
1431,301,40.72217444,-73.98368779,352,40.76340613,-73.97722479,15187,Subscriber,1986
811,301,40.72217444,-73.98368779,472,40.7457121,-73.98194829,22256,Subscriber,1986
567,301,40.72217444,-73.98368779,491,40.74096374,-73.98602213,23513,Subscriber,1989
880,301,40.72217444,-73.98368779,522,40.75714758,-73.97207836,16345,Subscriber,1976
359,301,40.72217444,-73.98368779,236,40.7284186,-73.98713956,19704,Subscriber,1988
249,301,40.72217444,-73.98368779,403,40.72502876,-73.99069656,23250,Subscriber,1982
1108,301,40.72217444,-73.98368779,456,40.7597108,-73.97402311,22710,Subscriber,1990
230,301,40.72217444,-73.98368779,433,40.72955361,-73.98057249,22926,Subscriber,1991
719,301,40.72217444,-73.98368779,531,40.71893904,-73.99266288,22475,Customer,
664,301,40.72217444,-73.98368779,358,40.73291553,-74.00711384,19187,Subscriber,1991
980,301,40.72217444,-73.98368779,337,40.7037992,-74.00838676,23299,Subscriber,1988
361,301,40.72217444,-73.98368779,250,40.72456089,-73.99565293,15969,Subscriber,1991
1294,301,40.72217444,-73.98368779,267,40.75097711,-73.98765428,19651,Subscriber,1988
453,301,40.72217444,-73.98368779,369,40.73224119,-74.00026394,17098,Subscriber,1986
830,301,40.72217444,-73.98368779,387,40.71273266,-74.0046073,20142,Subscriber,1988
663,301,40.72217444,-73.98368779,223,40.73781509,-73.99994661,17908,Subscriber,1977
771,301,40.72217444,-73.98368779,116,40.74177603,-74.00149746,16728,Subscriber,1985
391,301,40.72217444,-73.98368779,361,40.71605866,-73.99190759,21338,Subscriber,1958
1282,301,40.72217444,-73.98368779,477,40.75640548,-73.9900262,20174,Subscriber,1990
617,301,40.72217444,-73.98368779,497,40.73704984,-73.99009296,19899,Subscriber,1971
629,301,40.72217444,-73.98368779,382,40.73492695,-73.99200509,21000,Subscriber,1987
1507,301,40.72217444,-73.98368779,343,40.69794,-73.96986848,14675,Subscriber,1962
1394,301,40.72217444,-73.98368779,3002,40.711512,-74.015756,15600,Subscriber,1989
1079,301,40.72217444,-73.98368779,517,40.751581,-73.97791,19584,Subscriber,1984
257,301,40.72217444,-73.98368779,411,40.72228087,-73.97668709,20542,Subscriber,1975
924,301,40.72217444,-73.98368779,279,40.707873,-74.00167,17774,Subscriber,1989
187,301,40.72217444,-73.98368779,403,40.72502876,-73.99069656,18148,Subscriber,1983
995,301,40.72217444,-73.98368779,435,40.74173969,-73.99415556,20847,Subscriber,1991
204,301,40.72217444,-73.98368779,411,40.72228087,-73.97668709,15678,Subscriber,1980
376,301,40.72217444,-73.98368779,250,40.72456089,-73.99565293,23588,Subscriber,1989
222,301,40.72217444,-73.98368779,403,40.72502876,-73.99069656,16686,Subscriber,1983
527,301,40.72217444,-73.98368779,296,40.71413089,-73.9970468,22148,Subscriber,1988
413,301,40.72217444,-73.98368779,483,40.73223272,-73.98889957,19855,Subscriber,1962
716,301,40.72217444,-73.98368779,537,40.74025878,-73.98409214,14562,Subscriber,1986
346,301,40.72217444,-73.98368779,335,40.72903917,-73.99404649,22985,Subscriber,1988
756,301,40.72217444,-73.98368779,497,40.73704984,-73.99009296,18801,Subscriber,1984
653,301,40.72217444,-73.98368779,536,40.74144387,-73.97536082,22616,Subscriber,1956
376,301,40.72217444,-73.98368779,250,40.72456089,-73.99565293,15580,Subscriber,1988
929,301,40.72217444,-73.98368779,526,40.74765947,-73.98490707,20513,Subscriber,1985
433,301,40.72217444,-73.98368779,531,40.71893904,-73.99266288,21591,Subscriber,1990
1709,301,40.72217444,-73.98368779,351,40.70530954,-74.00612572,20199,Customer,
1951,301,40.72217444,-73.98368779,351,40.70530954,-74.00612572,21526,Customer,
210,301,40.72217444,-73.98368779,410,40.72066442,-73.98517977,16841,Customer,
225,301,40.72217444,-73.98368779,438,40.72779126,-73.98564945,17343,Subscriber,1960
1131,301,40.72217444,-73.98368779,379,40.749156,-73.9916,15696,Subscriber,1961
847,301,40.72217444,-73.98368779,253,40.73543934,-73.99453948,15922,Subscriber,1975
171,301,40.72217444,-73.98368779,432,40.72621788,-73.98379855,22734,Subscriber,1989
1318,301,40.72217444,-73.98368779,455,40.75001986,-73.96905301,21318,Subscriber,1983
202,301,40.72217444,-73.98368779,311,40.7172274,-73.98802084,16958,Subscriber,1978
866,301,40.72217444,-73.98368779,358,40.73291553,-74.00711384,22794,Subscriber,1988
636,301,40.72217444,-73.98368779,297,40.734232,-73.986923,22548,Subscriber,1989
290,301,40.72217444,-73.98368779,433,40.72955361,-73.98057249,22428,Subscriber,1988
435,301,40.72217444,-73.98368779,251,40.72317958,-73.99480012,14917,Subscriber,1986
1106,301,40.72217444,-73.98368779,404,40.7405826,-74.00550867,22915,Subscriber,1947
1213,301,40.72217444,-73.98368779,444,40.7423543,-73.98915076,20520,Subscriber,1962
325,301,40.72217444,-73.98368779,301,40.72217444,-73.98368779,21959,Subscriber,1987
294,301,40.72217444,-73.98368779,229,40.72743423,-73.99379025,15913,Subscriber,1986
519,301,40.72217444,-73.98368779,545,40.736502,-73.97809472,21959,Customer,
308,301,40.72217444,-73.98368779,341,40.71782143,-73.97628939,14977,Subscriber,1973
400,301,40.72217444,-73.98368779,161,40.72917025,-73.99810231,16652,Subscriber,1988
918,301,40.72217444,-73.98368779,408,40.71076228,-73.99400398,20123,Subscriber,1973
550,301,40.72217444,-73.98368779,161,40.72917025,-73.99810231,21177,Customer,
260,301,40.72217444,-73.98368779,445,40.72740794,-73.98142006,17496,Subscriber,1991
1591,301,40.72217444,-73.98368779,505,40.74901271,-73.98848395,17590,Subscriber,1967
416,301,40.72217444,-73.98368779,349,40.71850211,-73.98329859,19615,Subscriber,1990
1563,301,40.72217444,-73.98368779,2023,40.75968085,-73.97031366,22519,Subscriber,1956
776,301,40.72217444,-73.98368779,358,40.73291553,-74.00711384,15906,Subscriber,1985
508,301,40.72217444,-73.98368779,285,40.73454567,-73.99074142,17973,Subscriber,1983
293,301,40.72217444,-73.98368779,300,40.728145,-73.990214,17356,Subscriber,1977
1086,301,40.72217444,-73.98368779,518,40.74780373,-73.9734419,23727,Subscriber,1985
277,301,40.72217444,-73.98368779,300,40.728145,-73.990214,23093,Subscriber,1988
275,301,40.72217444,-73.98368779,311,40.7172274,-73.98802084,22996,Subscriber,1991
2281,301,40.72217444,-73.98368779,397,40.68415748,-73.96922273,22781,Subscriber,1979
138,301,40.72217444,-73.98368779,410,40.72066442,-73.98517977,22996,Subscriber,1978
779,301,40.72217444,-73.98368779,408,40.71076228,-73.99400398,17580,Subscriber,1980
385,301,40.72217444,-73.98368779,250,40.72456089,-73.99565293,22796,Subscriber,1989
168,301,40.72217444,-73.98368779,317,40.72453734,-73.98185424,23583,Subscriber,1992
255,301,40.72217444,-73.98368779,266,40.72368361,-73.97574813,16978,Subscriber,1986
1315,301,40.72217444,-73.98368779,301,40.72217444,-73.98368779,22945,Subscriber,1987
607,301,40.72217444,-73.98368779,408,40.71076228,-73.99400398,17077,Subscriber,1990
605,301,40.72217444,-73.98368779,408,40.71076228,-73.99400398,17359,Subscriber,1990
600,301,40.72217444,-73.98368779,408,40.71076228,-73.99400398,15906,Subscriber,1990
318,301,40.72217444,-73.98368779,341,40.71782143,-73.97628939,20055,Subscriber,1985
821,301,40.72217444,-73.98368779,546,40.74444921,-73.98303529,24284,Subscriber,1987
207,301,40.72217444,-73.98368779,511,40.72938685,-73.97772429,22854,Subscriber,1968
214,301,40.72217444,-73.98368779,432,40.72621788,-73.98379855,16449,Subscriber,1973
2442,301,40.72217444,-73.98368779,301,40.72217444,-73.98368779,23503,Subscriber,1983
573,301,40.72217444,-73.98368779,357,40.73261787,-73.99158043,17634,Subscriber,1979
70,301,40.72217444,-73.98368779,410,40.72066442,-73.98517977,22276,Subscriber,1972
347,301,40.72217444,-73.98368779,237,40.73047309,-73.98672378,22866,Subscriber,1974
3100,301,40.72217444,-73.98368779,427,40.701907,-74.013942,21057,Subscriber,1973
363,301,40.72217444,-73.98368779,341,40.71782143,-73.97628939,19581,Subscriber,1993
249,301,40.72217444,-73.98368779,394,40.72521311,-73.97768752,16314,Subscriber,1989
457,301,40.72217444,-73.98368779,161,40.72917025,-73.99810231,23005,Subscriber,1974
518,301,40.72217444,-73.98368779,237,40.73047309,-73.98672378,16616,Subscriber,1989
496,301,40.72217444,-73.98368779,237,40.73047309,-73.98672378,15205,Subscriber,1986
1081,301,40.72217444,-73.98368779,545,40.736502,-73.97809472,22945,Subscriber,1965
561,301,40.72217444,-73.98368779,369,40.73224119,-74.00026394,16459,Subscriber,1969
511,301,40.72217444,-73.98368779,336,40.73047747,-73.99906065,21189,Subscriber,1967
1544,301,40.72217444,-73.98368779,3112,40.72906,-73.95779,23581,Subscriber,1991
1528,301,40.72217444,-73.98368779,3112,40.72906,-73.95779,16474,Subscriber,1992
685,301,40.72217444,-73.98368779,268,40.71910537,-73.99973337,21317,Subscriber,1992
774,301,40.72217444,-73.98368779,168,40.73971301,-73.99456405,22729,Subscriber,1981
531,301,40.72217444,-73.98368779,487,40.73314259,-73.97573881,22502,Subscriber,1985
276,301,40.72217444,-73.98368779,433,40.72955361,-73.98057249,19283,Subscriber,1975
478,301,40.72217444,-73.98368779,408,40.71076228,-73.99400398,22492,Subscriber,1988
762,301,40.72217444,-73.98368779,293,40.73028666,-73.9907647,23326,Subscriber,1991
235,301,40.72217444,-73.98368779,445,40.72740794,-73.98142006,22500,Subscriber,1987
1021,301,40.72217444,-73.98368779,223,40.73781509,-73.99994661,18939,Customer,
516,301,40.72217444,-73.98368779,483,40.73223272,-73.98889957,19269,Subscriber,1981
245,301,40.72217444,-73.98368779,341,40.71782143,-73.97628939,21514,Subscriber,1989
594,301,40.72217444,-73.98368779,250,40.72456089,-73.99565293,20197,Subscriber,1987
1588,301,40.72217444,-73.98368779,301,40.72217444,-73.98368779,23732,Subscriber,1971
904,301,40.72217444,-73.98368779,435,40.74173969,-73.99415556,15194,Subscriber,1984
589,301,40.72217444,-73.98368779,2012,40.739445,-73.976806,22216,Subscriber,1990
105,301,40.72217444,-73.98368779,150,40.7208736,-73.98085795,15456,Subscriber,1981
396,301,40.72217444,-73.98368779,336,40.73047747,-73.99906065,23732,Subscriber,1984
340,301,40.72217444,-73.98368779,433,40.72955361,-73.98057249,15449,Customer,
444,301,40.72217444,-73.98368779,401,40.72019576,-73.98997825,19986,Subscriber,1981
605,301,40.72217444,-73.98368779,408,40.71076228,-73.99400398,23503,Subscriber,1992
551,301,40.72217444,-73.98368779,253,40.73543934,-73.99453948,24317,Subscriber,1990
507,301,40.72217444,-73.98368779,301,40.72217444,-73.98368779,22125,Subscriber,1967
512,301,40.72217444,-73.98368779,502,40.714215,-73.981346,20143,Subscriber,1998
556,301,40.72217444,-73.98368779,285,40.73454567,-73.99074142,22182,Subscriber,1980
1159,301,40.72217444,-73.98368779,453,40.74475148,-73.99915362,23748,Subscriber,1981
1027,301,40.72217444,-73.98368779,161,40.72917025,-73.99810231,22598,Subscriber,1974
423,301,40.72217444,-73.98368779,285,40.73454567,-73.99074142,22125,Subscriber,1991
1188,301,40.72217444,-73.98368779,511,40.72938685,-73.97772429,22033,Subscriber,1991
222,301,40.72217444,-73.98368779,356,40.71622644,-73.98261206,22626,Subscriber,1968
391,301,40.72217444,-73.98368779,237,40.73047309,-73.98672378,20216,Subscriber,1958
778,301,40.72217444,-73.98368779,377,40.72243797,-74.00566443,18017,Subscriber,1987
1275,301,40.72217444,-73.98368779,532,40.710451,-73.960876,18391,Subscriber,1979
530,301,40.72217444,-73.98368779,251,40.72317958,-73.99480012,16115,Subscriber,1960
298,301,40.72217444,-73.98368779,250,40.72456089,-73.99565293,20292,Subscriber,1992
495,301,40.72217444,-73.98368779,2012,40.739445,-73.976806,16744,Subscriber,1989
553,301,40.72217444,-73.98368779,358,40.73291553,-74.00711384,18978,Subscriber,1988
797,301,40.72217444,-73.98368779,472,40.7457121,-73.98194829,18926,Subscriber,1986
60,301,40.72217444,-73.98368779,301,40.72217444,-73.98368779,19461,Subscriber,1981
624,301,40.72217444,-73.98368779,263,40.71729,-73.996375,19975,Subscriber,1981
335,301,40.72217444,-73.98368779,250,40.72456089,-73.99565293,17795,Subscriber,1959
1127,301,40.72217444,-73.98368779,440,40.75255434,-73.97282625,17298,Subscriber,1991
447,301,40.72217444,-73.98368779,375,40.72679454,-73.99695094,18460,Subscriber,1979
232,301,40.72217444,-73.98368779,394,40.72521311,-73.97768752,16382,Subscriber,1989
1366,301,40.72217444,-73.98368779,510,40.7606597,-73.98042047,17306,Subscriber,1981
245,301,40.72217444,-73.98368779,403,40.72502876,-73.99069656,23429,Subscriber,1982
1233,301,40.72217444,-73.98368779,456,40.7597108,-73.97402311,23480,Subscriber,1990
692,301,40.72217444,-73.98368779,223,40.73781509,-73.99994661,22214,Subscriber,1977
684,301,40.72217444,-73.98368779,358,40.73291553,-74.00711384,15742,Subscriber,1991
1428,301,40.72217444,-73.98368779,484,40.75500254,-73.98014437,15491,Subscriber,1984
521,301,40.72217444,-73.98368779,369,40.73224119,-74.00026394,18704,Subscriber,1986
881,301,40.72217444,-73.98368779,491,40.74096374,-73.98602213,20925,Subscriber,1987
472,301,40.72217444,-73.98368779,361,40.71605866,-73.99190759,15678,Subscriber,1958
241,301,40.72217444,-73.98368779,311,40.7172274,-73.98802084,15961,Subscriber,1975
463,301,40.72217444,-73.98368779,369,40.73224119,-74.00026394,16382,Subscriber,1980
744,301,40.72217444,-73.98368779,497,40.73704984,-73.99009296,16394,Subscriber,1971
1351,301,40.72217444,-73.98368779,477,40.75640548,-73.9900262,21028,Subscriber,1990
1103,301,40.72217444,-73.98368779,404,40.7405826,-74.00550867,22220,Subscriber,1985
1136,301,40.72217444,-73.98368779,517,40.751581,-73.97791,22453,Subscriber,1984
482,301,40.72217444,-73.98368779,300,40.728145,-73.990214,18123,Subscriber,1988
649,301,40.72217444,-73.98368779,251,40.72317958,-73.99480012,14744,Subscriber,1992
912,301,40.72217444,-73.98368779,279,40.707873,-74.00167,16223,Subscriber,1989
198,301,40.72217444,-73.98368779,403,40.72502876,-73.99069656,15326,Subscriber,1983
865,301,40.72217444,-73.98368779,417,40.71291224,-74.01020234,19337,Subscriber,1976
878,301,40.72217444,-73.98368779,351,40.70530954,-74.00612572,15353,Subscriber,1987
557,301,40.72217444,-73.98368779,347,40.728846,-74.008591,19500,Subscriber,1983
507,301,40.72217444,-73.98368779,293,40.73028666,-73.9907647,20135,Customer,
832,301,40.72217444,-73.98368779,496,40.73726186,-73.99238967,19461,Subscriber,1987
961,301,40.72217444,-73.98368779,435,40.74173969,-73.99415556,15863,Subscriber,1992
686,301,40.72217444,-73.98368779,351,40.70530954,-74.00612572,16302,Subscriber,1990
220,301,40.72217444,-73.98368779,428,40.72467721,-73.98783413,17161,Subscriber,1994
1006,301,40.72217444,-73.98368779,435,40.74173969,-73.99415556,18871,Subscriber,1979
986,301,40.72217444,-73.98368779,387,40.71273266,-74.0046073,18292,Subscriber,1981
717,301,40.72217444,-73.98368779,536,40.74144387,-73.97536082,14639,Subscriber,1992
789,301,40.72217444,-73.98368779,402,40.7403432,-73.98955109,15018,Subscriber,1988
1179,301,40.72217444,-73.98368779,526,40.74765947,-73.98490707,18989,Subscriber,1990
796,301,40.72217444,-73.98368779,382,40.73492695,-73.99200509,20299,Subscriber,1988
428,301,40.72217444,-73.98368779,293,40.73028666,-73.9907647,19454,Subscriber,1984
467,301,40.72217444,-73.98368779,294,40.73049393,-73.9957214,19975,Subscriber,1988
479,301,40.72217444,-73.98368779,545,40.736502,-73.97809472,14632,Customer,
677,301,40.72217444,-73.98368779,264,40.70706456,-74.00731853,23575,Subscriber,1990
1185,301,40.72217444,-73.98368779,263,40.71729,-73.996375,17904,Subscriber,1967
391,301,40.72217444,-73.98368779,531,40.71893904,-73.99266288,19325,Subscriber,1955
571,301,40.72217444,-73.98368779,285,40.73454567,-73.99074142,19289,Subscriber,1976
285,301,40.72217444,-73.98368779,403,40.72502876,-73.99069656,20922,Subscriber,1989
446,301,40.72217444,-73.98368779,250,40.72456089,-73.99565293,20953,Subscriber,1989
333,301,40.72217444,-73.98368779,300,40.728145,-73.990214,17758,Subscriber,1960
1167,301,40.72217444,-73.98368779,497,40.73704984,-73.99009296,17447,Subscriber,1982
1157,301,40.72217444,-73.98368779,402,40.7403432,-73.98955109,18650,Subscriber,1993
899,301,40.72217444,-73.98368779,481,40.71260486,-73.96264403,20214,Subscriber,1980
531,301,40.72217444,-73.98368779,294,40.73049393,-73.9957214,18061,Subscriber,1988
312,301,40.72217444,-73.98368779,403,40.72502876,-73.99069656,24057,Subscriber,1961
836,301,40.72217444,-73.98368779,386,40.71494807,-74.00234482,22453,Subscriber,1990
917,301,40.72217444,-73.98368779,526,40.74765947,-73.98490707,22886,Subscriber,1985
576,301,40.72217444,-73.98368779,545,40.736502,-73.97809472,21303,Customer,
552,301,40.72217444,-73.98368779,285,40.73454567,-73.99074142,21287,Subscriber,1977
1441,301,40.72217444,-73.98368779,3090,40.71774592,-73.95600096,23028,Customer,
452,301,40.72217444,-73.98368779,361,40.71605866,-73.99190759,22182,Subscriber,1970
464,301,40.72217444,-73.98368779,502,40.714215,-73.981346,22635,Subscriber,1984
1588,301,40.72217444,-73.98368779,153,40.75206231,-73.9816324,22759,Subscriber,1953
581,301,40.72217444,-73.98368779,297,40.734232,-73.986923,18468,Subscriber,1970
3196,301,40.72217444,-73.98368779,350,40.71559509,-73.9870295,22076,Subscriber,1974
1033,301,40.72217444,-73.98368779,279,40.707873,-74.00167,16751,Subscriber,1985
966,301,40.72217444,-73.98368779,474,40.7451677,-73.98683077,22626,Subscriber,1988
129,301,40.72217444,-73.98368779,150,40.7208736,-73.98085795,21078,Subscriber,1988
406,301,40.72217444,-73.98368779,250,40.72456089,-73.99565293,15377,Subscriber,1970
1011,301,40.72217444,-73.98368779,435,40.74173969,-73.99415556,16164,Subscriber,1956
1067,301,40.72217444,-73.98368779,347,40.728846,-74.008591,15047,Subscriber,1962
418,301,40.72217444,-73.98368779,341,40.71782143,-73.97628939,14714,Customer,
409,301,40.72217444,-73.98368779,341,40.71782143,-73.97628939,19118,Customer,
428,301,40.72217444,-73.98368779,285,40.73454567,-73.99074142,22781,Subscriber,1983
818,301,40.72217444,-73.98368779,285,40.73454567,-73.99074142,18226,Subscriber,1971
632,301,40.72217444,-73.98368779,168,40.73971301,-73.99456405,22633,Subscriber,1992
556,301,40.72217444,-73.98368779,497,40.73704984,-73.99009296,22962,Subscriber,1975
248,301,40.72217444,-73.98368779,394,40.72521311,-73.97768752,17939,Subscriber,1972
714,301,40.72217444,-73.98368779,253,40.73543934,-73.99453948,23001,Subscriber,1967
635,301,40.72217444,-73.98368779,357,40.73261787,-73.99158043,22948,Subscriber,1980
110,301,40.72217444,-73.98368779,393,40.72299208,-73.97995466,14808,Subscriber,1987
300,301,40.72217444,-73.98368779,438,40.72779126,-73.98564945,22163,Subscriber,1977
1233,301,40.72217444,-73.98368779,540,40.74311555,-73.98215353,23732,Customer,
1235,301,40.72217444,-73.98368779,540,40.74311555,-73.98215353,18133,Customer,
972,301,40.72217444,-73.98368779,296,40.71413089,-73.9970468,23818,Subscriber,1997
965,301,40.72217444,-73.98368779,296,40.71413089,-73.9970468,24312,Subscriber,1969
516,301,40.72217444,-73.98368779,285,40.73454567,-73.99074142,18164,Subscriber,1981
366,301,40.72217444,-73.98368779,394,40.72521311,-73.97768752,15220,Subscriber,1967
1348,301,40.72217444,-73.98368779,301,40.72217444,-73.98368779,22515,Subscriber,1967
163,301,40.72217444,-73.98368779,432,40.72621788,-73.98379855,22117,Subscriber,1974
988,301,40.72217444,-73.98368779,128,40.72710258,-74.00297088,22854,Subscriber,1984
1196,301,40.72217444,-73.98368779,147,40.71542197,-74.01121978,22613,Subscriber,1988
427,301,40.72217444,-73.98368779,237,40.73047309,-73.98672378,19146,Subscriber,1977
270,301,40.72217444,-73.98368779,266,40.72368361,-73.97574813,21048,Subscriber,1986
292,301,40.72217444,-73.98368779,511,40.72938685,-73.97772429,22515,Subscriber,1991
353,301,40.72217444,-73.98368779,250,40.72456089,-73.99565293,18454,Subscriber,1988
1716,301,40.72217444,-73.98368779,168,40.73971301,-73.99456405,21321,Subscriber,1977
402,301,40.72217444,-73.98368779,229,40.72743423,-73.99379025,18512,Subscriber,1994
309,301,40.72217444,-73.98368779,311,40.7172274,-73.98802084,23096,Subscriber,1991
223,301,40.72217444,-73.98368779,511,40.72938685,-73.97772429,24287,Subscriber,1991
341,301,40.72217444,-73.98368779,266,40.72368361,-73.97574813,22602,Subscriber,1979
670,301,40.72217444,-73.98368779,511,40.72938685,-73.97772429,19257,Subscriber,1985
410,301,40.72217444,-73.98368779,531,40.71893904,-73.99266288,22970,Subscriber,1988
391,301,40.72217444,-73.98368779,375,40.72679454,-73.99695094,22583,Subscriber,1990
1011,301,40.72217444,-73.98368779,152,40.71473993,-74.00910627,22514,Subscriber,1991
407,301,40.72217444,-73.98368779,326,40.72953837,-73.98426726,24202,Customer,
759,301,40.72217444,-73.98368779,536,40.74144387,-73.97536082,23040,Subscriber,1992
918,301,40.72217444,-73.98368779,294,40.73049393,-73.9957214,23693,Subscriber,1975
274,301,40.72217444,-73.98368779,266,40.72368361,-73.97574813,22326,Subscriber,1988
2027,301,40.72217444,-73.98368779,301,40.72217444,-73.98368779,14594,Subscriber,1971
301,301,40.72217444,-73.98368779,511,40.72938685,-73.97772429,22926,Subscriber,1987
501,301,40.72217444,-73.98368779,161,40.72917025,-73.99810231,19784,Subscriber,1984
205,301,40.72217444,-73.98368779,511,40.72938685,-73.97772429,21355,Subscriber,1985
379,301,40.72217444,-73.98368779,250,40.72456089,-73.99565293,18796,Subscriber,1982
565,301,40.72217444,-73.98368779,293,40.73028666,-73.9907647,15409,Subscriber,1967
1149,301,40.72217444,-73.98368779,3002,40.711512,-74.015756,18900,Subscriber,1967
542,301,40.72217444,-73.98368779,408,40.71076228,-73.99400398,23319,Subscriber,1992
397,301,40.72217444,-73.98368779,487,40.73314259,-73.97573881,17478,Subscriber,1985
211,301,40.72217444,-73.98368779,511,40.72938685,-73.97772429,22366,Subscriber,1984
291,301,40.72217444,-73.98368779,433,40.72955361,-73.98057249,22818,Subscriber,1994
776,301,40.72217444,-73.98368779,346,40.73652889,-74.00618026,20537,Subscriber,1962
319,301,40.72217444,-73.98368779,300,40.728145,-73.990214,20902,Subscriber,1966
998,301,40.72217444,-73.98368779,358,40.73291553,-74.00711384,17345,Customer,
335,301,40.72217444,-73.98368779,237,40.73047309,-73.98672378,16869,Subscriber,1974
369,301,40.72217444,-73.98368779,311,40.7172274,-73.98802084,21708,Subscriber,1974
467,301,40.72217444,-73.98368779,483,40.73223272,-73.98889957,22476,Subscriber,1978
460,301,40.72217444,-73.98368779,483,40.73223272,-73.98889957,22407,Subscriber,1980
211,301,40.72217444,-73.98368779,356,40.71622644,-73.98261206,20649,Subscriber,1968
134,301,40.72217444,-73.98368779,445,40.72740794,-73.98142006,22423,Subscriber,1987
332,301,40.72217444,-73.98368779,511,40.72938685,-73.97772429,16124,Subscriber,1985
948,301,40.72217444,-73.98368779,251,40.72317958,-73.99480012,22229,Subscriber,1960
1447,301,40.72217444,-73.98368779,147,40.71542197,-74.01121978,21078,Customer,
301,301,40.72217444,-73.98368779,250,40.72456089,-73.99565293,22934,Subscriber,1992
612,301,40.72217444,-73.98368779,250,40.72456089,-73.99565293,14561,Subscriber,1990
578,301,40.72217444,-73.98368779,536,40.74144387,-73.97536082,17582,Subscriber,1989
616,301,40.72217444,-73.98368779,358,40.73291553,-74.00711384,17105,Subscriber,1988
522,301,40.72217444,-73.98368779,375,40.72679454,-73.99695094,19716,Subscriber,1988
817,301,40.72217444,-73.98368779,472,40.7457121,-73.98194829,17700,Subscriber,1986
356,301,40.72217444,-73.98368779,250,40.72456089,-73.99565293,19445,Subscriber,1959
517,301,40.72217444,-73.98368779,375,40.72679454,-73.99695094,15896,Subscriber,1981
378,301,40.72217444,-73.98368779,250,40.72456089,-73.99565293,15313,Subscriber,1986
380,301,40.72217444,-73.98368779,439,40.7262807,-73.98978041,21326,Subscriber,1969
224,301,40.72217444,-73.98368779,403,40.72502876,-73.99069656,17186,Subscriber,1982
690,301,40.72217444,-73.98368779,358,40.73291553,-74.00711384,18324,Subscriber,1991
168,301,40.72217444,-73.98368779,150,40.7208736,-73.98085795,16980,Subscriber,1988
843,301,40.72217444,-73.98368779,536,40.74144387,-73.97536082,18240,Subscriber,1987
515,301,40.72217444,-73.98368779,361,40.71605866,-73.99190759,14603,Subscriber,1958
916,301,40.72217444,-73.98368779,417,40.71291224,-74.01020234,16085,Subscriber,1988
1245,301,40.72217444,-73.98368779,477,40.75640548,-73.9900262,14594,Subscriber,1990
242,301,40.72217444,-73.98368779,394,40.72521311,-73.97768752,20545,Subscriber,1989
700,301,40.72217444,-73.98368779,223,40.73781509,-73.99994661,19603,Subscriber,1977
857,301,40.72217444,-73.98368779,351,40.70530954,-74.00612572,22054,Subscriber,1987
372,301,40.72217444,-73.98368779,250,40.72456089,-73.99565293,15204,Subscriber,1991
197,301,40.72217444,-73.98368779,403,40.72502876,-73.99069656,14857,Subscriber,1983
508,301,40.72217444,-73.98368779,369,40.73224119,-74.00026394,21326,Subscriber,1980
686,301,40.72217444,-73.98368779,351,40.70530954,-74.00612572,18136,Subscriber,1990
551,301,40.72217444,-73.98368779,357,40.73261787,-73.99158043,15636,Subscriber,1972
650,301,40.72217444,-73.98368779,503,40.73827428,-73.98751968,15896,Subscriber,1987
511,301,40.72217444,-73.98368779,336,40.73047747,-73.99906065,16476,Subscriber,1986
391,301,40.72217444,-73.98368779,250,40.72456089,-73.99565293,17864,Subscriber,1989
